name,country,latitude,longitude,timezone,skill_level_min,skill_level_max,primary_airport_iata,region_major,slug,active
Seaside Point,"USA, North West, Oregon North",45.961532272816,-123.97590637207,America/Los_Angeles,beginner,intermediate,AST,North America,seaside-point,True
Seaside Reef,"USA, California, San Diego County",33.001901933278,-117.27816224098,America/Los_Angeles,beginner,advanced,CLD,North America,seaside-reef,True
Seaton,"UK, Cornwall South",50.364216616094,-4.3874931335449,Europe/London,beginner,intermediate,NQY,Europe,seaton,True
Seaton Carew,"UK, Borders and NE England",54.667180013826,-1.1878967285156,Europe/London,beginner,intermediate,MME,Europe,seaton-carew,True
Sebastian Inlet,"USA, South East, North Florida",27.862962005875,-80.446507930756,America/Los_Angeles,intermediate,advanced,VRB,North America,sebastian-inlet,True
Seccheto ( Elba island ),"Italy, Mainland",42.735775978266,10.176644325256,UTC,beginner,intermediate,EBA,Europe,seccheto-(-elba-island-),True
Second Beach Tannum Sands,"Australia, QLD, Far North West",-23.942888696426,151.37235939503,Australia/Sydney,beginner,intermediate,GLT,Oceania,second-beach-tannum-sands,True
Second Reef,"Australia, VIC, Melbourne East",-38.426655652674,145.0680577755,Australia/Sydney,intermediate,advanced,MBW,Oceania,second-reef,True
Second Street,"USA, North East, New Jersey",39.181449704886,-74.67133641243,America/Los_Angeles,beginner,intermediate,WWD,North America,second-street,True
Seconds,"South Africa, Cape Town",-34.096600133253,18.800659775734,Africa/Johannesburg,intermediate,advanced,CPT,Africa,seconds,True
Secret,"Indonesia, Bali",-8.5927330794288,115.34813582897,Asia/Jakarta,intermediate,advanced,DPS,Asia,secret,True
Secret,"Brazil, Espirito Santo",-20.379056960025,-40.307132005692,America/Sao_Paulo,intermediate,advanced,VIX,South America,secret,True
secret bay,Gambia,13.144827022688,-16.776659488678,UTC,beginner,intermediate,BJL,Other,secret-bay,True
Secret Beach,"Australia, WA, Margaret River North",-33.650851059846,115.323985219,Australia/Sydney,intermediate,advanced,BQB,Oceania,secret-beach,True
secret groyne,"Australia, WA, Perth South",-32.552292476537,115.67826479673,Australia/Sydney,beginner,intermediate,JAD,Oceania,secret-groyne,True
Secret Harbour,"Australia, WA, Perth City",-32.400100477847,115.74165344238,Australia/Sydney,intermediate,advanced,JAD,Oceania,secret-harbour,True
Secret Spot,Senegal,14.73448204689,-17.512646913528,UTC,intermediate,advanced,DKR,Other,secret-spot,True
Secret Spot 5,"Japan, Kanagawa Chiba",34.957995310868,138.69140625,UTC,intermediate,advanced,FSZ,Asia,secret-spot-5,True
Secrets,"USA, Hawaii, Hawaii Island",19.877854251748,-155.10902523994,America/Los_Angeles,intermediate,advanced,ITO,North America,secrets,True
Segur de Calafell,"Spain, Mediterranean",41.188327309759,1.6099262237549,Europe/Madrid,beginner,intermediate,REU,Europe,segur-de-calafell,True
Seijo Branco,"Spain, Galicia",43.399076490892,-8.329975605011,Europe/Madrid,beginner,intermediate,LCG,Europe,seijo-branco,True
Sein Island,"France, Brittany South",48.032699078386,-4.8531675338745,Europe/Paris,beginner,intermediate,OUI,Europe,sein-island,True
Sele,Norway,58.813672270317,5.5420607328415,UTC,beginner,intermediate,SVG,Europe,sele,True
Selis,"South Africa, Cape Town",-33.819659626497,18.473510742188,Africa/Johannesburg,intermediate,advanced,CPT,Africa,selis,True
"Seme Beach, Limbe",Cameroon,4.0118773001888,9.1395950317383,UTC,intermediate,intermediate,TKC,Other,seme-beach-limbe,True
Seminyak Wedge,"Australia, QLD, Gold Coast",-28.072162534921,153.4472116828,Australia/Sydney,intermediate,advanced,OOL,Oceania,seminyak-wedge,True
Sendai shinko,"Japan, Tohoku",38.259929520153,141.02316856384,UTC,intermediate,advanced,SDJ,Asia,sendai-shinko,True
Senegambia Beach,Gambia,13.445097360865,-16.72554731369,UTC,beginner,intermediate,BJL,Other,senegambia-beach,True
Senggigi,"Indonesia, Lombok",-8.502932914547,116.04480743408,Asia/Jakarta,intermediate,advanced,LOP,Asia,senggigi,True
Sennen,"UK, Cornwall West",50.082673287251,-5.6985139846802,Europe/London,beginner,intermediate,LEQ,Europe,sennen,True
Señoritas,"Peru, Lima",-12.328682148956,-76.83554649353,UTC,intermediate,advanced,LIM,South America,señoritas,True
Sentan,"Japan, Kyushu",31.632657363254,131.46366834642,UTC,intermediate,advanced,KMI,Asia,sentan,True
Separation Point,"Australia, WA, Perth North",-28.793114432556,114.59504127502,Australia/Sydney,intermediate,advanced,GET,Oceania,separation-point,True
Serangan,"Indonesia, Bali",-8.7409670486929,115.24291276932,Asia/Jakarta,intermediate,advanced,DPS,Asia,serangan,True
Serena,Panama,8.548090273096,-79.868030548096,UTC,beginner,intermediate,RIH,Central America,serena,True
Serena's,"USA, California, Santa Barbara",34.413473544422,-119.56911943852,America/Los_Angeles,beginner,intermediate,SBA,North America,serena's,True
Sereweh,"Indonesia, Lombok",-8.441469619818,116.03416442871,Asia/Jakarta,intermediate,advanced,LOP,Asia,sereweh,True
Serua Rights,Fiji,-18.296890214342,177.93036460876,UTC,intermediate,advanced,PHR,Oceania,serua-rights,True
Sesimbra,"Portugal, Central Lisboa",38.444984668895,-9.107666015625,Europe/Lisbon,beginner,intermediate,LIS,Europe,sesimbra,True
Sete Ondas,Sao Tome,0.20204707810198,6.7065665870906,UTC,intermediate,advanced,TMS,Other,sete-ondas,True
Setiba Pina,"Brazil, Espirito Santo",-20.635264275103,-40.425728559494,America/Sao_Paulo,intermediate,advanced,GUZ,South America,setiba-pina,True
Seven Mile Beach,"Australia, NSW, North",-34.780958686898,150.79500317574,Australia/Sydney,beginner,intermediate,WOL,Oceania,seven-mile-beach,True
Seven Palms,"Indonesia, Mentawai",-2.162934422277,99.528073311384,Asia/Jakarta,intermediate,advanced,RKI,Asia,seven-palms,True
Sewers,"USA, California, San Luis Obispo",35.159727120999,-120.68724453449,America/Los_Angeles,intermediate,advanced,SBP,North America,sewers,True
Sfinari,"Greece, Crete Island",35.422839593359,23.564043045044,UTC,beginner,intermediate,CHQ,Other,sfinari,True
Shabandar,"Malaysia, Borneo",6.2017387691391,116.17628931999,UTC,intermediate,advanced,BKI,Other,shabandar,True
Shabla,Bulgaria,43.545188715222,28.605136871338,UTC,beginner,intermediate,VAR,Other,shabla,True
Shackleford Banks,"USA, South East, North Carolina",34.667946707017,-76.594791412354,America/Los_Angeles,beginner,intermediate,EWN,North America,shackleford-banks,True
Shaks,"USA, California, Santa Cruz",36.996657562082,-122.17813968658,America/Los_Angeles,intermediate,advanced,WVI,North America,shaks,True
shallows,"Australia, NSW, South Coast",-34.590341666667,150.87894722222,Australia/Sydney,beginner,intermediate,WOL,Oceania,shallows,True
ShaLun,Taiwan,25.191078272725,121.41398906708,UTC,beginner,intermediate,TSA,Other,shalun,True
Shamora Beach,"Russia, Far East, Primorsky Krai",43.195712494433,132.12947845459,UTC,beginner,intermediate,VVO,Other,shamora-beach,True
Shangri-La,Maldives,-0.67497086913606,73.198953866959,UTC,intermediate,advanced,GAN,Asia,shangri-la,True
shark cove,"Australia, NSW, Central",-33.529308246522,151.40297815203,Australia/Sydney,beginner,intermediate,LBH,Oceania,shark-cove,True
Shark Harbor,"USA, California, LA County",33.383185376124,-118.47252845764,America/Los_Angeles,beginner,intermediate,AVX,North America,shark-harbor,True
Shark Island,"Australia, NSW, Sydney South",-34.059788172145,151.16012692451,Australia/Sydney,intermediate,advanced,SYD,Oceania,shark-island,True
Shark park,"USA, California, Santa Barbara",34.057064406804,-120.45273698865,America/Los_Angeles,beginner,intermediate,SZN,North America,shark-park,True
Shark Pit,"Indonesia, Sumatra Islands",0.60230576293662,97.684335708618,Asia/Jakarta,intermediate,advanced,GNS,Asia,shark-pit,True
Shark reef,"Greece, Ionian Sea",38.98289780818,20.707168579102,UTC,intermediate,advanced,PVK,Other,shark-reef,True
Sharkbay,Ecuador,-2.6446840552061,-80.412240028381,UTC,beginner,intermediate,GYE,Other,sharkbay,True
"sharkbay, Playas Ecuador",Ecuador,-2.6457772304065,-80.411853790283,UTC,beginner,intermediate,GYE,Other,sharkbay-playas-ecuador,True
Sharkies,"Australia, NSW, Coal Coast",-34.296508399755,150.94279289246,Australia/Sydney,beginner,intermediate,WOL,Oceania,sharkies,True
Sharkies,"Australia, QLD, Gold Coast",-28.091404141224,153.46060663462,Australia/Sydney,beginner,intermediate,OOL,Oceania,sharkies,True
Sharky,Puerto Rico,18.004651788821,-65.864152908325,UTC,intermediate,advanced,HUC,Other,sharky,True
Sharp Park,"USA, California, San Mateo",37.633091930727,-122.49484956264,America/Los_Angeles,beginner,intermediate,SFO,North America,sharp-park,True
Shatby,Egypt,31.212154560751,29.915385246277,UTC,beginner,intermediate,HBE,Other,shatby,True
Shatters,"Australia, NSW, South Coast",-34.576973675524,150.88691711426,Australia/Sydney,intermediate,advanced,WOL,Oceania,shatters,True
Shavei Tzion,Israel,32.983303248951,35.08140623555,UTC,beginner,intermediate,HFA,Other,shavei-tzion,True
Sheboygan,"USA, North East, The Great Lakes",43.756526946156,-87.693557739258,America/Los_Angeles,beginner,intermediate,SBM,North America,sheboygan,True
sheep creek,"Australia, SA, York Peninsula",-35.630368097961,138.44974458218,Australia/Sydney,beginner,intermediate,PEA,Oceania,sheep-creek,True
Shelbys Vag,"Australia, WA, Perth South",-33.322173306915,115.63070654869,Australia/Sydney,beginner,intermediate,BUY,Oceania,shelbys-vag,True
Shelfs,"Australia, NSW, Central",-33.447811638228,151.44833564758,Australia/Sydney,beginner,intermediate,GOS,Oceania,shelfs,True
Shelley,"Australia, NSW, Sydney South",-34.063823383751,151.15651130676,Australia/Sydney,beginner,intermediate,SYD,Oceania,shelley,True
Shellharbour South Beach,"Australia, NSW, South Coast",-34.582591746108,150.87339878082,Australia/Sydney,beginner,intermediate,WOL,Oceania,shellharbour-south-beach,True
Shelly beach,"Australia, NSW, North",-28.86249022764,153.59955310822,Australia/Sydney,beginner,intermediate,BNK,Oceania,shelly-beach,True
Shelly beach,"Australia, NSW, Mid North Coast",-31.454293078078,152.93290615082,Australia/Sydney,beginner,intermediate,PQQ,Oceania,shelly-beach,True
Shelly Beach,"Australia, NSW, Central",-33.370964879747,151.49107933044,Australia/Sydney,beginner,intermediate,GOS,Oceania,shelly-beach,True
Shelly Beach,"Australia, QLD, Sunshine Coast",-26.795683044641,153.14877894974,Australia/Sydney,beginner,intermediate,CUD,Oceania,shelly-beach,True
Shelves,"USA, California, Santa Barbara",34.417825397484,-119.79790180923,America/Los_Angeles,intermediate,advanced,SBA,North America,shelves,True
Sheraton,Puerto Rico,18.457414592798,-66.070554256439,UTC,intermediate,advanced,SIG,Other,sheraton,True
Sheringa,"Australia, SA, Eyre Peninsula",-33.896138423304,135.18479347229,Australia/Sydney,intermediate,advanced,LOC,Oceania,sheringa,True
Sheringa Left,"Australia, SA, Eyre Peninsula",-33.859832007592,135.15058994293,Australia/Sydney,intermediate,advanced,LOC,Oceania,sheringa-left,True
Sherkin Island,"Ireland, South West",51.471386148919,-9.4222354888916,UTC,intermediate,advanced,BYT,Europe,sherkin-island,True
Shibagaki,"Japan, West Coast",36.953950073065,136.76120924923,UTC,intermediate,advanced,NTQ,Asia,shibagaki,True
Shichirigahama,"Japan, Kanagawa Chiba",35.304794138811,139.51173305511,UTC,beginner,intermediate,NJA,Asia,shichirigahama,True
Shiina,"Japan, Shikoku",33.320109548596,134.19523322569,UTC,intermediate,advanced,KCZ,Asia,shiina,True
Shiomigawakakou,"Japan, Kyushu",32.406011954121,131.64672374726,UTC,intermediate,advanced,KMI,Asia,shiomigawakakou,True
Ship Wrecks,"Mexico, Baja Sur",23.119452777778,-109.52806666667,America/Mexico_City,intermediate,advanced,SJD,North America,ship-wrecks,True
"Ships Cove, Marion Island","South Africa, Marion Island",-46.856161348965,37.844263315201,Africa/Johannesburg,intermediate,advanced,,Africa,ships-cove-marion-island,True
Shipstern,"Australia, TAS, Hobart",-43.208804338449,147.75392532349,Australia/Sydney,advanced,advanced,HBA,Oceania,shipstern,True
Shipwreck,Angola,-9.1088766672437,12.999572753906,UTC,advanced,advanced,LAD,Other,shipwreck,True
Shipwreck,Nigeria,6.4006759473624,3.137948513031,UTC,advanced,advanced,LOS,Other,shipwreck,True
Shipwreck,Dominican Republic,20.712446104478,-69.715118408203,UTC,advanced,advanced,POP,Other,shipwreck,True
Shipwreck,"India, Kerala",10.541487256168,72.619343519185,UTC,advanced,advanced,AGX,Other,shipwreck,True
Shipwrecks,"Indonesia, Bali",-8.6656959768064,115.4431450367,Asia/Jakarta,intermediate,advanced,DPS,Asia,shipwrecks,True
Shipwrecks,"Mexico, Baja Sur",23.119452777778,-109.52806666667,America/Mexico_City,intermediate,advanced,SJD,North America,shipwrecks,True
Shipwrecks,Cyprus,34.589975927898,32.936582565308,UTC,intermediate,advanced,AKT,Other,shipwrecks,True
Shipwrecks - Hyatt beach,"USA, Hawaii, Kauai",21.873446982251,-159.43561077118,America/Los_Angeles,intermediate,advanced,LIH,North America,shipwrecks---hyatt-beach,True
Shipwrecks Bay,"New Zealand, New Zealand NI, NW Coast",-35.177631878253,173.11929702759,Pacific/Auckland,intermediate,advanced,KAT,Oceania,shipwrecks-bay,True
Shirahama,"Japan, Kanagawa Chiba",34.689545199502,138.97258758545,UTC,beginner,intermediate,OIM,Asia,shirahama,True
Shishikui,"Japan, Shikoku",33.566687066826,134.31065940647,UTC,intermediate,advanced,KCZ,Asia,shishikui,True
Shit Pipe,"USA, South East, Southern North Carolina",34.012095470456,-77.898814380169,America/Los_Angeles,beginner,intermediate,ILM,North America,shit-pipe,True
Shitties,"Australia, NSW, Coal Coast",-34.290177448053,150.9492596984,Australia/Sydney,intermediate,advanced,WOL,Oceania,shitties,True
Shizunami,"Japan, Shizuoka",34.732103668758,138.23391795158,UTC,beginner,intermediate,FSZ,Asia,shizunami,True
Shoalhaven Heads,"Australia, NSW, South Coast",-34.852426137384,150.75097203255,Australia/Sydney,beginner,intermediate,NOA,Oceania,shoalhaven-heads,True
Shoals Reef,"USA, Alaska",57.006159050508,-135.63995361328,America/Los_Angeles,intermediate,advanced,SIT,North America,shoals-reef,True
Shock,"Brazil, Rio de Janeiro City",-22.975815600786,-43.040493428707,America/Sao_Paulo,intermediate,advanced,SDU,South America,shock,True
Shoojiun,"Japan, Kyushu",31.604298235358,131.41922950748,UTC,beginner,intermediate,KMI,Asia,shoojiun,True
Shore break  expresso escorpiao,"Brazil, Rio de Janeiro City",-22.9860368375,-43.182016834617,America/Sao_Paulo,intermediate,intermediate,SDU,South America,shore-break--expresso-escorpiao,True
Shorebreaks,"USA, Hawaii, Oahu",21.405849478917,-157.73890972137,America/Los_Angeles,intermediate,advanced,NGF,North America,shorebreaks,True
Shoreham,"UK, South East",50.828059658806,-0.22822380065918,Europe/London,beginner,intermediate,ESH,Europe,shoreham,True
Short Sands,"USA, North West, Oregon North",45.75991856908,-123.96663665771,America/Los_Angeles,beginner,intermediate,OTK,North America,short-sands,True
Shorties - Blairgowrie,"Australia, VIC, East Coast",-38.373390242424,144.7629404068,Australia/Sydney,beginner,intermediate,AVV,Oceania,shorties---blairgowrie,True
Sidedish,"Micronesia, Federated States of Micronesia, Kosrae",5.329721315175,162.93926239014,UTC,beginner,intermediate,KSA,Other,sidedish,True
Sidewinders,"Australia, WA, Perth South",-32.521595252148,115.69974660873,Australia/Sydney,intermediate,advanced,JAD,Oceania,sidewinders,True
Sidi ifni,"Morocco, South",29.386746510336,-10.174037218094,Africa/Casablanca,intermediate,advanced,GLN,Africa,sidi-ifni,True
Sidi Kaouki,"Morocco, South",31.364777427656,-9.8046112060547,Africa/Casablanca,beginner,intermediate,ESU,Africa,sidi-kaouki,True
Sidi Rbat,"Morocco, South",30.080755198051,-9.6704578399658,Africa/Casablanca,beginner,intermediate,AGA,Africa,sidi-rbat,True
Sigatoka Rivermouth,Fiji,-18.17369789649,177.50926315784,UTC,intermediate,advanced,KVU,Oceania,sigatoka-rivermouth,True
Silistar,Bulgaria,42.022645739242,28.012561798096,UTC,beginner,intermediate,BOJ,Other,silistar,True
Silkies,"South Africa, Cape Town",-34.112497417693,18.821028470993,Africa/Johannesburg,intermediate,advanced,CPT,Africa,silkies,True
Silos,"USA, California, Santa Barbara",34.880975951075,-120.64498901367,America/Los_Angeles,intermediate,advanced,VBG,North America,silos,True
Silvalde,"Portugal, North Porto",40.989187684489,-8.6458432674408,Europe/Lisbon,beginner,intermediate,OPO,Europe,silvalde,True
Silver Back,Panama,9.3611111111111,-82.204722222222,UTC,intermediate,advanced,BOC,Central America,silver-back,True
Silver Beach,Liberia,6.213268853711,-10.612567663194,UTC,beginner,intermediate,MLW,Other,silver-beach,True
Silver Foxes,"Canada, West Coast",49.791391280932,-124.46610689163,UTC,beginner,intermediate,YPW,North America,silver-foxes,True
Silver Sands,Barbados,13.046379328478,-59.518636465073,UTC,beginner,intermediate,BGI,Other,silver-sands,True
Silverstrand,"USA, California, Ventura",34.154484921544,-119.21886920929,America/Los_Angeles,beginner,intermediate,OXR,North America,silverstrand,True
Silvi Marina,"Italy, Mainland",42.539793243911,14.134474396706,UTC,beginner,intermediate,PSR,Europe,silvi-marina,True
Simão,"Brazil, Sao Paulo North Coast",-23.585148628955,-45.238287448883,America/Sao_Paulo,intermediate,advanced,UBT,South America,simão,True
simberi island,Papua New Guinea,-2.6203469502469,151.97577667238,UTC,intermediate,advanced,NIS,Other,simberi-island,True
Simpson Reef,"USA, North West, Oregon South",43.317684494243,-124.40660476685,America/Los_Angeles,beginner,intermediate,OTH,North America,simpson-reef,True
Sinda right,Tanzania,-6.8126388559468,39.397484004075,UTC,intermediate,advanced,DAR,Other,sinda-right,True
Singleton,"Australia, WA, Perth South",-32.445899026213,115.74774742126,Australia/Sydney,beginner,intermediate,JAD,Oceania,singleton,True
Sint Joris Baai,Curacao,12.175588004395,-68.858506679535,UTC,beginner,intermediate,CUR,Other,sint-joris-baai,True
Sion,"France, Vendee",46.710721733643,-1.9819593429565,Europe/Paris,beginner,intermediate,IDY,Europe,sion,True
Siouville,"France, Normandy",49.567699532635,-1.8463039398193,Europe/Paris,beginner,intermediate,CER,Europe,siouville,True
Siriu,"Brazil, Santa Catarina",-27.976248672022,-48.627998828888,America/Sao_Paulo,intermediate,advanced,FLN,South America,siriu,True
Sironit Beach,Israel,32.32471076763,34.849662780762,UTC,intermediate,advanced,TLV,Other,sironit-beach,True
Six fours,"France, Mediterranean",43.092083185331,5.8040428161621,Europe/Paris,beginner,intermediate,CTT,Europe,six-fours,True
six kings,"Australia, WA, Perth North",-30.207899526303,114.99020576477,Australia/Sydney,intermediate,advanced,JUR,Oceania,six-kings,True
Six senses,Maldives,1.8121406795772,73.414292335511,UTC,intermediate,advanced,KDO,Asia,six-senses,True
Sixty Nines,"South Africa, South J Bay",-34.181985723984,24.849872589111,Africa/Johannesburg,intermediate,advanced,PLZ,Africa,sixty-nines,True
Skallevold,Norway,59.291947910424,10.502285957337,UTC,beginner,intermediate,TRF,Europe,skallevold,True
Skeleton Bay,Namibia,-22.938317726656,14.417152404785,UTC,advanced,advanced,WVB,Other,skeleton-bay,True
Skenes Ck.,"Australia, VIC, Melbourne West",-38.7260993,143.71138572693,Australia/Sydney,beginner,intermediate,XCO,Oceania,skenes-ck.,True
Sker,"UK, South Wales",51.50963457409,-3.7474751472473,Europe/London,beginner,intermediate,SWS,Europe,sker,True
skerrys,"UK, East England",53.72749023803,0.039042234420776,Europe/London,beginner,intermediate,HUY,Europe,skerrys,True
Skhirat,"Morocco, North",33.864286520741,-7.0690155029297,Africa/Casablanca,beginner,intermediate,GMD,Africa,skhirat,True
Skhirat plage,"Morocco, North",33.869506914363,-7.0570421218872,Africa/Casablanca,beginner,intermediate,GMD,Africa,skhirat-plage,True
"Skiathos - Ilias, Madraki","Greece, Aegean Sea",39.167668000989,23.404912948608,UTC,beginner,intermediate,JSI,Other,skiathos---ilias-madraki,True
Skiathos - Small King,"Greece, Aegean Sea",39.154823716703,23.470938205719,UTC,beginner,intermediate,JSI,Other,skiathos---small-king,True
Skiathos-Vasilias,"Greece, Aegean Sea",39.155139860655,23.470981121063,UTC,beginner,intermediate,JSI,Other,skiathos-vasilias,True
Skippers front,Tanzania,-6.9852002824197,39.539676486729,UTC,intermediate,advanced,DAR,Other,skippers-front,True
Skippers right,Tanzania,-6.9844484481474,39.537183105621,UTC,intermediate,advanced,DAR,Other,skippers-right,True
Skouw,"Indonesia, Others",-2.6132416666667,140.86542777778,Asia/Jakarta,intermediate,advanced,DJJ,Asia,skouw,True
Skulpfontein Reef,"South Africa, West Coast",-30.062482845867,17.17796087265,Africa/Johannesburg,advanced,advanced,KIG,Africa,skulpfontein-reef,True
Skunk Point,"USA, California, Santa Barbara",33.982015087121,-119.98349189758,America/Los_Angeles,intermediate,advanced,SZN,North America,skunk-point,True
Slabberts,"South Africa, SW Coast",-33.720984409137,18.439607620239,Africa/Johannesburg,intermediate,advanced,CPT,Africa,slabberts,True
Slade,"UK, South Wales",51.54644180085,-4.183988571167,Europe/London,beginner,intermediate,SWS,Europe,slade,True
Slade Point,"Australia, QLD, Central-Queensland",-21.063296226458,149.22409772873,Australia/Sydney,intermediate,advanced,MKY,Oceania,slade-point,True
Slaughterhouse,"USA, Hawaii, Maui",21.012126229131,-156.64271235466,America/Los_Angeles,advanced,advanced,JHM,North America,slaughterhouse,True
Sledge Hammers,"Australia, VIC, Melbourne West",-38.716255439263,143.78030776978,Australia/Sydney,intermediate,advanced,XCO,Oceania,sledge-hammers,True
Slimeys,"Australia, WA, Perth City",-31.993982434178,115.75068712234,Australia/Sydney,beginner,intermediate,JFM,Oceania,slimeys,True
Sloughs,"USA, California, San Diego County",32.554554414347,-117.13002920151,America/Los_Angeles,beginner,intermediate,NRS,North America,sloughs,True
Sluttys,"Australia, NSW, Banana Coast",-30.21833451725,153.16046476364,Australia/Sydney,beginner,intermediate,CFS,Oceania,sluttys,True
smidstrup strand,Denmark,56.113805173542,12.203369736671,UTC,beginner,intermediate,AGH,Europe,smidstrup-strand,True
Smith Beach,"Australia, WA, Margaret River North",-33.658745703958,115.01535415649,Australia/Sydney,intermediate,advanced,MQZ,Oceania,smith-beach,True
Smith point,"USA, North East, Long Island NY",40.735551431658,-72.854461669922,America/Los_Angeles,beginner,intermediate,WSH,North America,smith-point,True
Smiths Beach,"Australia, VIC, Melbourne East",-38.505166214791,145.25456249714,Australia/Sydney,beginner,intermediate,MBW,Oceania,smiths-beach,True
Smiths Point - Left,"Australia, WA, Margaret River North",-33.65938867475,115.01054763794,Australia/Sydney,intermediate,advanced,MQZ,Oceania,smiths-point---left,True
Smiths reef,"Australia, WA, Margaret River North",-33.65631665983,115.01732826233,Australia/Sydney,advanced,advanced,MQZ,Oceania,smiths-reef,True
Smitingen,Sweden,62.599207206729,18.032147884369,UTC,beginner,intermediate,SDL,Europe,smitingen,True
smugglers cove,"USA, North West, Oregon North",45.760337735847,-123.96938323975,America/Los_Angeles,beginner,intermediate,OTK,North America,smugglers-cove,True
Smythes,"Australia, VIC, Melbourne West",-38.705372042508,143.76455783844,Australia/Sydney,beginner,intermediate,XCO,Oceania,smythes,True
Snake park,"South Africa, Durban",-29.844701376692,31.038458347321,Africa/Johannesburg,intermediate,advanced,VIR,Africa,snake-park,True
Snapper Rocks,"Australia, QLD, Gold Coast",-28.161507056373,153.54966402054,Australia/Sydney,intermediate,advanced,OOL,Oceania,snapper-rocks,True
Soapys,"Australia, VIC, Melbourne West",-38.42062900381,144.18021440506,Australia/Sydney,beginner,intermediate,XCO,Oceania,soapys,True
Soesto,"Spain, Galicia",43.214825330541,-9.0258103609085,Europe/Madrid,beginner,intermediate,LCG,Europe,soesto,True
Solanas,"Italy, Sicily Sardinia",39.136984241306,9.4290161132812,UTC,beginner,intermediate,CAG,Europe,solanas,True
Soldiers,"Australia, NSW, Central",-33.290610935673,151.56669616699,Australia/Sydney,beginner,intermediate,BEO,Oceania,soldiers,True
Soledad,"Canary, Gran Canaria",28.145511091035,-15.574927926064,UTC,intermediate,advanced,LPA,Other,soledad,True
Solidao - Caladinho,"Brazil, Santa Catarina",-27.793518924772,-48.533456325531,America/Sao_Paulo,intermediate,advanced,FLN,South America,solidao---caladinho,True
Sombrio Beach,"Canada, West Coast",48.494198722064,-124.29622650146,UTC,intermediate,advanced,DUQ,North America,sombrio-beach,True
Somerton,"Australia, SA, York Peninsula",-35.002480494194,138.51022839546,Australia/Sydney,beginner,intermediate,ADL,Oceania,somerton,True
Sometimes,"Indonesia, Mentawai",-1.7958417892927,99.231180668147,Asia/Jakarta,advanced,advanced,RKI,Asia,sometimes,True
Somo,"Spain, Cantabria",43.457031075764,-3.7444067001343,Europe/Madrid,beginner,intermediate,SDR,Europe,somo,True
son çare,Turkey,36.765502489604,31.390015482903,UTC,beginner,intermediate,XXX,Other,son-çare,True
Son Serra de Marina,"Spain, Mediterranean",39.740260364631,3.2196378707886,Europe/Madrid,beginner,intermediate,PMI,Europe,son-serra-de-marina,True
Sonabia,"Spain, Cantabria",43.414119782291,-3.3370971679688,Europe/Madrid,intermediate,advanced,BIO,Europe,sonabia,True
Song Jung Beach,South Korea,35.177807266611,129.19990539551,UTC,intermediate,advanced,PUS,Other,song-jung-beach,True
Songdojin-ni,South Korea,38.599297892438,128.36975097656,UTC,beginner,intermediate,YNY,Other,songdojin-ni,True
Sopelana,"Spain, Pais Vasco",43.389222279647,-2.9947829246521,Europe/Madrid,beginner,intermediate,BIO,Europe,sopelana,True
Sorrento,"Australia, VIC, Melbourne East",-38.346768905609,144.72671985626,Australia/Sydney,beginner,intermediate,AVV,Oceania,sorrento,True
Sorrento - Hungries,"Australia, WA, Perth City",-31.828337625996,115.74265122414,Australia/Sydney,intermediate,advanced,JFM,Oceania,sorrento---hungries,True
Sosua,Dominican Republic,19.766703551717,-70.515747070312,UTC,beginner,intermediate,POP,Other,sosua,True
Soulac,"France, Gironde",45.516090801971,-1.1297035217285,Europe/Paris,beginner,intermediate,RYN,Europe,soulac,True
Soup Bowl,Barbados,13.214372861245,-59.522579312325,UTC,intermediate,advanced,BGI,Other,soup-bowl,True
Sours,"South Africa, West Coast",-32.077538358189,18.306784629822,Africa/Johannesburg,advanced,advanced,VRE,Africa,sours,True
Soustons - Plage de l'océan,"France, Landes",43.776195032183,-1.4200469478965,Europe/Paris,beginner,intermediate,BIQ,Europe,soustons---plage-de-l'océan,True
South Bay,"UK, East England",54.279307651553,-0.39767503738403,Europe/London,beginner,intermediate,MME,Europe,south-bay,True
South beach,"Australia, NSW, Coal Coast",-34.423213039591,150.90687274933,Australia/Sydney,beginner,intermediate,WOL,Oceania,south-beach,True
South Beach,"USA, South East, South Florida",25.769479549986,-80.130200386047,America/Los_Angeles,beginner,intermediate,MPB,North America,south-beach,True
south beach,"Australia, NSW, North",-28.259048605187,153.58506917953,Australia/Sydney,beginner,intermediate,OOL,Oceania,south-beach,True
South Bondi,"Australia, NSW, Sydney South",-33.892647407997,151.27598762512,Australia/Sydney,beginner,intermediate,RSE,Oceania,south-bondi,True
South Carlsbad State Beach,"USA, California, San Diego County",33.100740911309,-117.32022464275,America/Los_Angeles,beginner,intermediate,CLD,North America,south-carlsbad-state-beach,True
South Haven,"USA, North East, The Great Lakes",42.400136279937,-86.285247802734,America/Los_Angeles,beginner,intermediate,BEH,North America,south-haven,True
South Jetty - Table Bluff,"USA, California, Humboldt",40.752588799566,-124.2400932312,America/Los_Angeles,intermediate,advanced,EKA,North America,south-jetty---table-bluff,True
South Mission beach,"USA, California, San Diego County",32.759706383948,-117.25388288498,America/Los_Angeles,beginner,intermediate,SAN,North America,south-mission-beach,True
South Pacific,"Australia, NSW, Central",-33.441137654795,151.44297659397,Australia/Sydney,beginner,intermediate,GOS,Oceania,south-pacific,True
