name,country,country_clean,state_province,region_detail,latitude,longitude,timezone,skill_level_min,skill_level_max,primary_airport_iata,region_major,slug,active
Marigot Bay,St Lucia,St Lucia,,,13.96782906,-61.02744341,UTC,beginner,intermediate,SLU,Other,marigot-bay,TRUE
Marina,Israel,Israel,,,32.16703952,34.79670525,UTC,beginner,intermediate,TLV,Other,marina,TRUE
Marina,"USA, California, Monterey",USA,California,Monterey,36.69913496,-121.8099368,America/Los_Angeles,beginner,intermediate,OAR,North America,marina,TRUE
Marina Beach,"South Africa, Hibiscous Coast",South Africa,,Hibiscous Coast,-30.65916667,30.51694444,Africa/Johannesburg,beginner,intermediate,MGH,Africa,marina-beach,TRUE
Marina di Campo  ( Elba island ),"Italy, Mainland",Italy,,Mainland,42.74745338,10.24097443,UTC,beginner,intermediate,EBA,Europe,marina-di-campo--(-elba-island-),TRUE
Marina di Carrara-Idrovora,"Italy, Mainland",Italy,,Mainland,44.03725706,10.03240585,UTC,beginner,intermediate,PSA,Europe,marina-di-carrara-idrovora,TRUE
Marina di Romea,"Italy, Mainland",Italy,,Mainland,44.5258541,12.27971077,UTC,beginner,intermediate,RAN,Europe,marina-di-romea,TRUE
Marina Palmense,"Italy, Mainland",Italy,,Mainland,43.16149151,13.81143451,UTC,beginner,intermediate,AOI,Europe,marina-palmense,TRUE
Marinaretti  (Anzio ),"Italy, Mainland",Italy,,Mainland,41.45134739,12.63702929,UTC,beginner,intermediate,CIA,Europe,marinaretti--(anzio-),TRUE
Marine Street (shorebreak),"USA, California, San Diego County",USA,California,San Diego County,32.83685042,-117.2808766,America/Los_Angeles,beginner,intermediate,NKX,North America,marine-street-(shorebreak),TRUE
Marinella di Sarzana,"Italy, Mainland",Italy,,Mainland,44.04797693,9.9949193,UTC,beginner,intermediate,PSA,Europe,marinella-di-sarzana,TRUE
Marinero desconocido,"Chile, Tarapaca",Chile,,Tarapaca,-20.17978896,-70.14062405,UTC,beginner,intermediate,IQQ,South America,marinero-desconocido,TRUE
Marion Bay,"Australia, TAS, Hobart",Australia,TAS,Hobart,-42.7948968,147.8728867,Australia/Sydney,beginner,intermediate,HBA,Oceania,marion-bay,TRUE
Mariscal,"Brazil, Santa Catarina North",Brazil,,Santa Catarina North,-27.16650432,-48.49483252,America/Sao_Paulo,beginner,intermediate,NVT,South America,mariscal,TRUE
Marloes,"UK, West Wales",UK,,West Wales,51.72054165,-5.215587616,Europe/London,beginner,intermediate,HAW,Europe,marloes,TRUE
Maroochydore,"Australia, QLD, Sunshine Coast",Australia,QLD,Sunshine Coast,-26.65428605,153.1052971,Australia/Sydney,beginner,intermediate,MCY,Oceania,maroochydore,TRUE
Maroubra Beach,"Australia, NSW, Sydney South",Australia,NSW,Sydney South,-33.94951889,151.2574267,Australia/Sydney,intermediate,advanced,SYD,Oceania,maroubra-beach,TRUE
Maroubra North End Point,"Australia, NSW, Sydney South",Australia,NSW,Sydney South,-33.94594996,151.2600768,Australia/Sydney,intermediate,advanced,SYD,Oceania,maroubra-north-end-point,TRUE
Marsa Alaam,Egypt,Egypt,,,25.1081399,34.88219261,UTC,intermediate,advanced,RMF,Other,marsa-alaam,TRUE
Marseille - La digue de la pointe rouge,"France, Mediterranean",France,,Mediterranean,43.24057595,5.36192894,Europe/Paris,intermediate,advanced,MRS,Europe,marseille---la-digue-de-la-pointe-rouge,TRUE
Marshalls,"USA, California, LA County",USA,California,LA County,34.0389869,-118.8954592,America/Los_Angeles,intermediate,advanced,NTD,North America,marshalls,TRUE
Martí,"Mexico, Gulf",Mexico,,Gulf,19.17386924,-96.1183548,America/Mexico_City,intermediate,advanced,VER,North America,martí,TRUE
Martim de Sa,"Brazil, Rio de Janeiro City",Brazil,,Rio de Janeiro City,-23.30404922,-44.5534873,America/Sao_Paulo,intermediate,advanced,JPY,South America,martim-de-sa,TRUE
Martinhal,"Portugal, Algarve",Portugal,,Algarve,37.01939577,-8.92557621,Europe/Lisbon,intermediate,advanced,PRM,Europe,martinhal,TRUE
Mascaret Garonne,"France, Gironde",France,,Gironde,44.72098191,-0.447590947,Europe/Paris,intermediate,advanced,BOD,Europe,mascaret-garonne,TRUE
Mascaret St Pardon,"France, Gironde",France,,Gironde,44.91218274,-0.316114426,Europe/Paris,intermediate,advanced,BOD,Europe,mascaret-st-pardon,TRUE
Masirah Island,Oman,Oman,,,20.28280869,58.73153687,UTC,intermediate,advanced,MSH,Other,masirah-island,TRUE
Masnou,"Spain, Mediterranean",Spain,,Mediterranean,41.47373095,2.298545837,Europe/Madrid,intermediate,advanced,BCN,Europe,masnou,TRUE
Mason's Inlet,"USA, South East, Southern North Carolina",USA,South East,Southern North Carolina,34.19128674,-77.80929565,America/Los_Angeles,intermediate,advanced,ILM,North America,mason's-inlet,TRUE
Maspalomas,"Canary, Gran Canaria",Canary,,Gran Canaria,27.73500486,-15.59819341,UTC,intermediate,advanced,LPA,Other,maspalomas,TRUE
Massaguaçu,"Brazil, Sao Paulo North Coast",Brazil,,Sao Paulo North Coast,-23.59077277,-45.33461094,America/Sao_Paulo,intermediate,advanced,UBT,South America,massaguaçu,TRUE
Massambaba,"Brazil, Rio de Janeiro Norte",Brazil,,Rio de Janeiro Norte,-22.94717032,-42.1668148,America/Sao_Paulo,intermediate,advanced,CFB,South America,massambaba,TRUE
Matadeiro,"Brazil, Florianopolis",Brazil,,Florianopolis,-27.75513968,-48.49852324,America/Sao_Paulo,intermediate,advanced,FLN,South America,matadeiro,TRUE
Matadouro,"Portugal, Central Ericeira",Portugal,,Central Ericeira,38.97609213,-9.42232132,Europe/Lisbon,intermediate,advanced,CAT,Europe,matadouro,TRUE
Matagorda,"USA, Gulf Coast, Texas",USA,Gulf Coast,Texas,28.59674963,-95.97673416,America/Los_Angeles,beginner,intermediate,PSX,North America,matagorda,TRUE
Matalenas,"Spain, Cantabria",Spain,,Cantabria,43.48585133,-3.788137436,Europe/Madrid,beginner,intermediate,SDR,Europe,matalenas,TRUE
Matanzas,"Chile, Central Santiago",Chile,,Central Santiago,-33.9608744,-71.87936068,UTC,intermediate,advanced,VAP,South America,matanzas,TRUE
Matanzas Inlet,"USA, South East, North Florida",USA,South East,North Florida,29.70743755,-81.22509956,America/Los_Angeles,intermediate,advanced,UST,North America,matanzas-inlet,TRUE
Matapalo,"Costa Rica, Pacific South",Costa Rica,,Pacific South,8.384836623,-83.27988625,UTC,intermediate,advanced,PJM,Central America,matapalo,TRUE
Matara,Sri Lanka,Sri Lanka,,,5.936157602,80.52609846,UTC,intermediate,advanced,KCT,Asia,matara,TRUE
Matarangi,"New Zealand, New Zealand NI, Coromandel",New Zealand,New Zealand NI,Coromandel,-36.72924005,175.6566024,Pacific/Auckland,beginner,intermediate,WTZ,Oceania,matarangi,TRUE
Matata,"New Zealand, New Zealand NI, Coromandel",New Zealand,New Zealand NI,Coromandel,-37.87105925,176.710968,Pacific/Auckland,beginner,intermediate,WHK,Oceania,matata,TRUE
matauri bay,"New Zealand, New Zealand NI, NE Coast",New Zealand,New Zealand NI,NE Coast,-35.0310506,173.9175224,Pacific/Auckland,beginner,intermediate,KKE,Oceania,matauri-bay,TRUE
Mataveri,Easter,Easter,,,-27.17032236,-109.4497061,UTC,intermediate,advanced,IPC,Other,mataveri,TRUE
Matosinhos,"Portugal, North Porto",Portugal,,North Porto,41.17336856,-8.690829277,Europe/Lisbon,beginner,intermediate,OPO,Europe,matosinhos,TRUE
Matunuck,"USA, North East, Southern New England",USA,North East,Southern New England,41.37250936,-71.53637052,America/Los_Angeles,beginner,intermediate,WST,North America,matunuck,TRUE
Mauro,"Chile, Tarapaca",Chile,,Tarapaca,-20.22666393,-70.15064478,UTC,intermediate,advanced,IQQ,South America,mauro,TRUE
Mauvaise Grève,"France, Brittany North",France,,Brittany North,48.69186692,-4.08601284,Europe/Paris,beginner,intermediate,LDV,Europe,mauvaise-grève,TRUE
Mavericks,"USA, California, San Mateo",USA,California,San Mateo,37.49304311,-122.4994898,America/Los_Angeles,advanced,advanced,HAF,North America,mavericks,TRUE
Mavi Rife,"Turkey, Black-Sea",Turkey,,Black-Sea,41.18724391,30.24199247,UTC,intermediate,advanced,KCO,Other,mavi-rife,TRUE
Mawgan Porth,"UK, Cornwall North",UK,,Cornwall North,50.465577,-5.031995773,Europe/London,beginner,intermediate,NQY,Europe,mawgan-porth,TRUE
Mawi,"Indonesia, Lombok",Indonesia,,Lombok,-8.887742877,116.1607057,Asia/Jakarta,intermediate,advanced,LOP,Asia,mawi,TRUE
May's Point,"Australia, TAS, Hobart",Australia,TAS,Hobart,-42.92412605,147.5211525,Australia/Sydney,beginner,intermediate,HBA,Oceania,may's-point,TRUE
Maycocks,Barbados,Barbados,,,13.2822804,-59.64988232,UTC,beginner,intermediate,BGI,Other,maycocks,TRUE
Mayumba,Gabon,Gabon,,,-3.434494661,10.63936025,UTC,intermediate,advanced,MYB,Other,mayumba,TRUE
Mazagón,"Spain, Andalucia",Spain,,Andalucia,37.11928094,-6.791149378,Europe/Madrid,beginner,intermediate,ROZ,Europe,mazagón,TRUE
Mazu Eikon,"China, East China Sea",China,,East China Sea,23.22605516,116.6848683,UTC,intermediate,advanced,SWA,Other,mazu-eikon,TRUE
Mc Masters Point,"Australia, NSW, Central",Australia,NSW,Central,-33.50101056,151.4269102,Australia/Sydney,intermediate,advanced,LBH,Oceania,mc-masters-point,TRUE
Mchinga beach,Tanzania,Tanzania,,,-9.731392129,39.72039979,UTC,beginner,intermediate,LDI,Other,mchinga-beach,TRUE
Mchinga left,Tanzania,Tanzania,,,-9.726506165,39.72628549,UTC,beginner,intermediate,LDI,Other,mchinga-left,TRUE
Mchinga outer left,Tanzania,Tanzania,,,-9.716291461,39.75394636,UTC,intermediate,advanced,LDI,Other,mchinga-outer-left,TRUE
McKee's Creek,"USA, California, Humboldt",USA,California,Humboldt,39.96435911,-123.9856267,America/Los_Angeles,intermediate,advanced,FOB,North America,mckee's-creek,TRUE
Mckenzies,"Australia, NSW, Sydney South",Australia,NSW,Sydney South,-33.89993207,151.2732518,Australia/Sydney,beginner,intermediate,RSE,Oceania,mckenzies,TRUE
Mdumbi,"South Africa, Wild Coast",South Africa,,Wild Coast,-31.93795997,29.2196846,Africa/Johannesburg,intermediate,advanced,JOH,Africa,mdumbi,TRUE
Meanos,"Australia, VIC, Melbourne East",Australia,VIC,Melbourne East,-38.48621424,145.0281358,Australia/Sydney,beginner,intermediate,MBW,Oceania,meanos,TRUE
Meat Pai,"Indonesia, Others",Indonesia,,Others,-1.242594158,136.4536795,Asia/Jakarta,intermediate,advanced,BIK,Asia,meat-pai,TRUE
Medewi,"Indonesia, Bali",Indonesia,,Bali,-8.421602315,114.8046613,Asia/Jakarta,intermediate,advanced,BWX,Asia,medewi,TRUE
Meelup,"Australia, WA, Margaret River North",Australia,WA,Margaret River North,-33.57243691,115.0868511,Australia/Sydney,beginner,intermediate,BQB,Oceania,meelup,TRUE
Meerensee beach,"South Africa, South Garden Route",South Africa,,South Garden Route,-34.36965309,19.09698486,Africa/Johannesburg,beginner,intermediate,CPT,Africa,meerensee-beach,TRUE
Meeru Reef,Maldives,Maldives,,,4.453725716,73.71723175,UTC,intermediate,advanced,MLE,Asia,meeru-reef,TRUE
Mehdya Beach,"Morocco, North",Morocco,,North,34.2567908,-6.682777405,Africa/Casablanca,beginner,intermediate,NNA,Africa,mehdya-beach,TRUE
Meia Praia,"Portugal, Algarve",Portugal,,Algarve,37.10838112,-8.66194725,Europe/Lisbon,beginner,intermediate,PRM,Europe,meia-praia,TRUE
Meia Praia,"Brazil, Santa Catarina North",Brazil,,Santa Catarina North,-27.10482487,-48.60900879,America/Sao_Paulo,beginner,intermediate,ITJ,South America,meia-praia,TRUE
Meio,"Brazil, Fernando do Noronha",Brazil,,Fernando do Noronha,-3.839607276,-32.41328895,America/Sao_Paulo,intermediate,advanced,FEN,South America,meio,TRUE
Meisho Maru,"South Africa, South Garden Route",South Africa,,South Garden Route,-34.83012825,19.98351932,Africa/Johannesburg,intermediate,advanced,OVG,Africa,meisho-maru,TRUE
Mejia,"Peru, South",Peru,,South,-17.10346828,-71.9099164,UTC,beginner,intermediate,ILQ,South America,mejia,TRUE
Mejillones,"Canary, Fuerte Ventura",Canary,,Fuerte Ventura,28.75313729,-13.92373323,UTC,beginner,intermediate,FUE,Other,mejillones,TRUE
Melanda 2,Cyprus,Cyprus,,,34.64929054,32.74976671,UTC,beginner,intermediate,AKT,Other,melanda-2,TRUE
Melba Parade,"Australia, VIC, Melbourne West",Australia,VIC,Melbourne West,-38.43036217,144.172774,Australia/Sydney,beginner,intermediate,XCO,Oceania,melba-parade,TRUE
melekeok,Palau,Palau,,,7.491017962,134.641571,UTC,beginner,intermediate,ROR,Other,melekeok,TRUE
Melides,"Portugal, South",Portugal,,South,38.12891917,-8.79275322,Europe/Lisbon,beginner,intermediate,BYJ,Europe,melides,TRUE
Mellieha bay,Malta,Malta,,,35.96914981,14.35256481,UTC,beginner,intermediate,JCO,Other,mellieha-bay,TRUE
Melnitza,Bulgaria,Bulgaria,,,42.16543925,27.85806656,UTC,beginner,intermediate,BOJ,Other,melnitza,TRUE
Meloula,Tunisia,Tunisia,,,36.9658036,8.714046478,UTC,beginner,intermediate,TBJ,Other,meloula,TRUE
Melros,"Australia, WA, Perth South",Australia,WA,Perth South,-32.63970915,115.617038,Australia/Sydney,beginner,intermediate,JAD,Oceania,melros,TRUE
Menen,Nauru,Nauru,,,-0.543965274,166.9525766,UTC,intermediate,advanced,INU,Other,menen,TRUE
Mengkudu,"Indonesia, Savu Sea",Indonesia,,Savu Sea,-10.31440128,120.1552324,Asia/Jakarta,intermediate,advanced,WGP,Asia,mengkudu,TRUE
Meniakos,"Spain, Pais Vasco",Spain,,Pais Vasco,43.39701847,-2.986865044,Europe/Madrid,intermediate,advanced,BIO,Europe,meniakos,TRUE
Menorca - Son Bou,"Spain, Mediterranean",Spain,,Mediterranean,39.90170365,4.069404602,Europe/Madrid,beginner,intermediate,MAH,Europe,menorca---son-bou,TRUE
Mentone,"Australia, VIC, Melbourne East",Australia,VIC,Melbourne East,-37.98909406,145.0583696,Australia/Sydney,beginner,intermediate,MBW,Oceania,mentone,TRUE
Merewether - Ladies,"Australia, NSW, Newcastle",Australia,NSW,Newcastle,-32.94904224,151.7575407,Australia/Sydney,intermediate,advanced,BEO,Oceania,merewether---ladies,TRUE
Merimbula bar,"Australia, NSW, Far South",Australia,NSW,Far South,-36.89760631,149.9238968,Australia/Sydney,intermediate,advanced,MIM,Oceania,merimbula-bar,TRUE
Merkez Sile,"Turkey, Black-Sea",Turkey,,Black-Sea,41.15849525,29.61914063,UTC,intermediate,advanced,SAW,Other,merkez-sile,TRUE
Mermaid Beach,"Australia, QLD, Gold Coast",Australia,QLD,Gold Coast,-28.0416827,153.4360886,Australia/Sydney,beginner,intermediate,SHQ,Oceania,mermaid-beach,TRUE
Meron,"Spain, Cantabria",Spain,,Cantabria,43.39095312,-4.380970001,Europe/Madrid,intermediate,advanced,SDR,Europe,meron,TRUE
Meroo Headland,"Australia, NSW, South Coast",Australia,NSW,South Coast,-35.47477312,150.391202,Australia/Sydney,beginner,intermediate,MYA,Oceania,meroo-headland,TRUE
Meroo Headland Wedge,"Australia, NSW, South Coast",Australia,NSW,South Coast,-35.4788702,150.3950644,Australia/Sydney,intermediate,advanced,MYA,Oceania,meroo-headland-wedge,TRUE
Mers-Les-Bains,"France, Normandy",France,,Normandy,50.06878525,1.385017633,Europe/Paris,beginner,intermediate,DPE,Europe,mers-les-bains,TRUE
Mesa Lane,"USA, California, Santa Barbara",USA,California,Santa Barbara,34.39655908,-119.7312811,America/Los_Angeles,intermediate,advanced,SBA,North America,mesa-lane,TRUE
Messanges,"France, Landes",France,,Landes,43.81604278,-1.405220032,Europe/Paris,beginner,intermediate,BIQ,Europe,messanges,TRUE
Mettams pool,"Australia, WA, Perth City",Australia,WA,Perth City,-31.86697496,115.7513067,Australia/Sydney,beginner,intermediate,JFM,Oceania,mettams-pool,TRUE
Miami Platja,"Spain, Mediterranean",Spain,,Mediterranean,40.99320441,0.933312178,Europe/Madrid,beginner,intermediate,REU,Europe,miami-platja,TRUE
Miami State High School,"Australia, QLD, Gold Coast",Australia,QLD,Gold Coast,-28.0766378,153.4493065,Australia/Sydney,beginner,intermediate,OOL,Oceania,miami-state-high-school,TRUE
Middelkerke,Belgium,Belgium,,,51.18558405,2.821083069,UTC,beginner,intermediate,OST,Europe,middelkerke,TRUE
Middle Access,"USA, South East, North Florida",USA,South East,North Florida,30.08424587,-81.3368082,America/Los_Angeles,beginner,intermediate,UST,North America,middle-access,TRUE
Middle river wedge,"Australia, SA, Kangeroo Island",Australia,SA,Kangeroo Island,-35.666571,137.0722961,Australia/Sydney,intermediate,advanced,PDN,Oceania,middle-river-wedge,TRUE
Middles,"Australia, NSW, Mid North Coast",Australia,NSW,Mid North Coast,-31.42719834,152.9219413,Australia/Sydney,intermediate,advanced,PQQ,Oceania,middles,TRUE
Middles,Puerto Rico,Puerto Rico,,,18.25,-66.5,UTC,intermediate,advanced,PSE,Other,middles,TRUE
Middles,Tonga,Tonga,,,-18.75705555,-174.1008568,UTC,intermediate,advanced,VAV,Other,middles,TRUE
Middles,"USA, California, Orange County",USA,California,Orange County,33.60241355,-117.9130626,America/Los_Angeles,intermediate,advanced,SNA,North America,middles,TRUE
Middlesex,"USA, North East, New Jersey",USA,North East,New Jersey,39.69730603,-74.13636714,America/Los_Angeles,beginner,intermediate,MJX,North America,middlesex,TRUE
Middleton Point,"Australia, SA, York Peninsula",Australia,SA,York Peninsula,-35.5149981,138.7084758,Australia/Sydney,beginner,intermediate,ADL,Oceania,middleton-point,TRUE
Middleton [Beach],"Australia, SA, York Peninsula",Australia,SA,York Peninsula,-35.52971166,138.7508011,Australia/Sydney,beginner,intermediate,ADL,Oceania,middleton-[beach],TRUE
Midgets,"Canada, West Coast",Canada,,West Coast,48.49732701,-123.3329487,UTC,intermediate,advanced,YWH,North America,midgets,TRUE
Midigama Left (market),Sri Lanka,Sri Lanka,,,5.962931256,80.39065361,UTC,intermediate,advanced,KCT,Asia,midigama-left-(market),TRUE
Midigama Right,Sri Lanka,Sri Lanka,,,5.963576838,80.38374424,UTC,intermediate,advanced,KCT,Asia,midigama-right,TRUE
Mikados (outside),Maldives,Maldives,,,2.191282704,73.12050462,UTC,intermediate,advanced,TMF,Asia,mikados-(outside),TRUE
Mikotai,"New Zealand, New Zealand NI, West Coast Taranaki",New Zealand,New Zealand NI,West Coast Taranaki,-39.05427623,174.0293169,Pacific/Auckland,intermediate,advanced,NPL,Oceania,mikotai,TRUE
Milagro,"Mexico, Sinaloa-Nayarit",Mexico,,Sinaloa-Nayarit,23.7956332,-106.8819952,America/Mexico_City,intermediate,advanced,MZT,North America,milagro,TRUE
Milbrook,"UK, Cornwall North",UK,,Cornwall North,50.77151995,-4.582650661,Europe/London,beginner,intermediate,NQY,Europe,milbrook,TRUE
Mill Bay,"USA, Alaska",USA,,Alaska,57.82100078,-152.3513603,America/Los_Angeles,beginner,intermediate,KDK,North America,mill-bay,TRUE
Millars Point,"South Africa, South East Port Elizabeth",South Africa,,South East Port Elizabeth,-33.98032029,25.66316128,Africa/Johannesburg,intermediate,advanced,PLZ,Africa,millars-point,TRUE
Mills point,"Australia, NSW, Far South",Australia,NSW,Far South,-35.669151,150.3075171,Australia/Sydney,intermediate,advanced,MYA,Oceania,mills-point,TRUE
Milnerton,"South Africa, Cape Town",South Africa,,Cape Town,-33.88122046,18.48598838,Africa/Johannesburg,intermediate,advanced,CPT,Africa,milnerton,TRUE
Mimi's Reef,Taiwan,Taiwan,,,23.54187798,121.5099907,UTC,intermediate,advanced,HUN,Other,mimi's-reef,TRUE
Mimizan,"France, Landes",France,,Landes,44.21463268,-1.299090385,Europe/Paris,beginner,intermediate,BOD,Europe,mimizan,TRUE
Minamurra - Mystics,"Australia, NSW, South Coast",Australia,NSW,South Coast,-34.62437968,150.859108,Australia/Sydney,intermediate,advanced,WOL,Oceania,minamurra---mystics,TRUE
Minda Bank,"Australia, SA, York Peninsula",Australia,SA,York Peninsula,-35.00660649,138.5113549,Australia/Sydney,beginner,intermediate,ADL,Oceania,minda-bank,TRUE
Mindelo,"Portugal, North Porto",Portugal,,North Porto,41.30708447,-8.740192652,Europe/Lisbon,intermediate,advanced,OPO,Europe,mindelo,TRUE
Mini Bluff,"Australia, TAS, North Coast",Australia,TAS,North Coast,-40.86272222,145.4208755,Australia/Sydney,beginner,intermediate,SIO,Oceania,mini-bluff,TRUE
Mini pipe,"Portugal, Central Peniche",Portugal,,Central Peniche,39.3246873,-9.362454414,Europe/Lisbon,intermediate,advanced,LIS,Europe,mini-pipe,TRUE
mini pipe,"Australia, NSW, South Coast",Australia,NSW,South Coast,-34.56360715,150.8741283,Australia/Sydney,beginner,intermediate,WOL,Oceania,mini-pipe,TRUE
Minicapo,"Italy, Sicily Sardinia",Italy,,Sicily Sardinia,40.02938895,8.392181396,UTC,intermediate,advanced,FNU,Europe,minicapo,TRUE
Minicoy pier,"India, Kerala",India,,Kerala,8.288570425,73.06791508,UTC,beginner,intermediate,HRF,Other,minicoy-pier,TRUE
Minis,"Australia, NSW, Central",Australia,NSW,Central,-33.28835989,151.5718889,Australia/Sydney,beginner,intermediate,BEO,Oceania,minis,TRUE
minnie waters,"Australia, NSW, Banana Coast",Australia,NSW,Banana Coast,-29.75852837,153.2947254,Australia/Sydney,beginner,intermediate,GFN,Oceania,minnie-waters,TRUE
Mira,"Japan, Shizuoka",Japan,,Shizuoka,34.6153333,137.2261637,UTC,intermediate,advanced,NGO,Asia,mira,TRUE
Miradouro,Angola,Angola,,,-9.250378166,13.09192657,UTC,intermediate,advanced,LAD,Other,miradouro,TRUE
Miramar,"Argentina, North",Argentina,,North,-38.27433941,-57.82954216,UTC,intermediate,advanced,MJR,Other,miramar,TRUE
Miramar,Nicaragua,Nicaragua,,,12.16875,-86.76447778,UTC,intermediate,advanced,MGA,Other,miramar,TRUE
Mircos Point,"Greece, Greek Islands",Greece,,Greek Islands,36.38359165,28.02134871,UTC,intermediate,advanced,RHO,Other,mircos-point,TRUE
Miri miri,"French Polynesia, Raiatea Tahaa",French Polynesia,,Raiatea Tahaa,-16.76135002,-151.5048981,UTC,intermediate,advanced,RFP,Other,miri-miri,TRUE
Mirissa,Sri Lanka,Sri Lanka,,,5.942661724,80.45562744,UTC,intermediate,advanced,KCT,Asia,mirissa,TRUE
mirleft,"Morocco, South",Morocco,,South,29.55315051,-10.05661011,Africa/Casablanca,intermediate,advanced,GLN,Africa,mirleft,TRUE
Miserys,"Australia, WA, Albany",Australia,WA,Albany,-35.09617576,117.9763412,Australia/Sydney,intermediate,advanced,ALH,Oceania,miserys,TRUE
Misquamicut State Beach,"USA, North East, Northern New England",USA,North East,Northern New England,41.3238618,-71.79627657,America/Los_Angeles,beginner,intermediate,WST,North America,misquamicut-state-beach,TRUE
Missingham Bridge,"Australia, NSW, North",Australia,NSW,North,-28.869274,153.578589,Australia/Sydney,beginner,intermediate,BNK,Oceania,missingham-bridge,TRUE
Mission Beach,"USA, California, San Diego County",USA,California,San Diego County,32.7601575,-117.2562218,America/Los_Angeles,beginner,intermediate,SAN,North America,mission-beach,TRUE
Misty Cliffs,"South Africa, Cape Town",South Africa,,Cape Town,-34.18170171,18.37772369,Africa/Johannesburg,intermediate,advanced,CPT,Africa,misty-cliffs,TRUE
Mitchell's Cove,"USA, California, Santa Cruz",USA,California,Santa Cruz,36.95005898,-122.0429885,America/Los_Angeles,intermediate,advanced,WVI,North America,mitchell's-cove,TRUE
Miyzaki Wave dome,"Japan, Kyushu",Japan,,Kyushu,31.9552209,131.4685929,UTC,beginner,intermediate,KMI,Asia,miyzaki-wave-dome,TRUE
Mizata,El Salvador,El Salvador,,,13.5100347,-89.59590912,UTC,intermediate,advanced,ILS,Other,mizata,TRUE
Moana Beach,"Australia, SA, York Peninsula",Australia,SA,York Peninsula,-35.19807961,138.4696198,Australia/Sydney,beginner,intermediate,ADL,Oceania,moana-beach,TRUE
Mocambique,"Brazil, Florianopolis",Brazil,,Florianopolis,-27.52532255,-48.41056824,America/Sao_Paulo,intermediate,advanced,FLN,South America,mocambique,TRUE
Mocó,"Brazil, Santa Catarina North",Brazil,,Santa Catarina North,-27.08018177,-48.58845234,America/Sao_Paulo,beginner,intermediate,NVT,South America,mocó,TRUE
Moffats,"Australia, QLD, Sunshine Coast",Australia,QLD,Sunshine Coast,-26.79032567,153.1468606,Australia/Sydney,beginner,intermediate,CUD,Oceania,moffats,TRUE
Mokes,"Australia, SA, East",Australia,SA,East,-38.04150486,140.6221032,Australia/Sydney,beginner,intermediate,MGB,Oceania,mokes,TRUE
Molas,Lithuania,Lithuania,,,55.73162304,21.0834235,UTC,beginner,intermediate,PLQ,Other,molas,TRUE
Molhe de Ferragudo,"Portugal, South",Portugal,,South,37.10937363,-8.519983292,Europe/Lisbon,intermediate,advanced,PRM,Europe,molhe-de-ferragudo,TRUE
molhe de Piçarras,"Brazil, Santa Catarina North",Brazil,,Santa Catarina North,-26.75702556,-48.67343545,America/Sao_Paulo,beginner,intermediate,NVT,South America,molhe-de-piçarras,TRUE
Molhe Leste,"Portugal, Central Peniche",Portugal,,Central Peniche,39.34929921,-9.367947578,Europe/Lisbon,intermediate,advanced,LIS,Europe,molhe-leste,TRUE
Molhes,"Brazil, Rio Grande do Sul",Brazil,,Rio Grande do Sul,-29.32731119,-49.71200824,America/Sao_Paulo,intermediate,advanced,TSQ,South America,molhes,TRUE
Moliets,"France, Landes",France,,Landes,43.85291222,-1.393117905,Europe/Paris,beginner,intermediate,BIQ,Europe,moliets,TRUE
Moliets Golf,"France, Landes",France,,Landes,43.84316307,-1.39731288,Europe/Paris,beginner,intermediate,BIQ,Europe,moliets-golf,TRUE
Molino de papel,"Spain, Mediterranean",Spain,,Mediterranean,36.75069655,-3.815184832,Europe/Madrid,beginner,intermediate,GRX,Europe,molino-de-papel,TRUE
Mölle-hamn,Sweden,Sweden,,,56.28420124,12.4917984,UTC,beginner,intermediate,AGH,Europe,mölle-hamn,TRUE
Mollymook Reef,"Australia, NSW, South Coast",Australia,NSW,South Coast,-35.32941139,150.4766464,Australia/Sydney,intermediate,advanced,NOA,Oceania,mollymook-reef,TRUE
Mombasa Channel,Kenya,Kenya,,,-4.087365272,39.68314075,UTC,intermediate,advanced,MBA,Other,mombasa-channel,TRUE
Momoishi,"Japan, Tohoku",Japan,,Tohoku,40.6715492,141.4388466,UTC,beginner,intermediate,MSJ,Asia,momoishi,TRUE
Mompiche,Ecuador,Ecuador,,,0.509741734,-80.02874851,UTC,intermediate,advanced,ESM,Other,mompiche,TRUE
Mona Vale,"Australia, NSW, Sydney North",Australia,NSW,Sydney North,-33.68206818,151.3137531,Australia/Sydney,intermediate,advanced,LBH,Oceania,mona-vale,TRUE
Monahans Dock,"USA, North East, Southern New England",USA,North East,Southern New England,41.4224299,-71.45430297,America/Los_Angeles,beginner,intermediate,NPT,North America,monahans-dock,TRUE
Mondello,"Italy, Sicily",Italy,,Sicily,38.18422792,13.34838867,UTC,intermediate,advanced,PMO,Europe,mondello,TRUE
Mondos,"USA, California, Ventura",USA,California,Ventura,34.32147743,-119.375006,America/Los_Angeles,intermediate,advanced,OXR,North America,mondos,TRUE
Moneglia,"Italy, Mainland",Italy,,Mainland,44.24003399,9.481415749,UTC,beginner,intermediate,GOA,Europe,moneglia,TRUE
Monica beach,"Morocco, North",Morocco,,North,33.71106066,-7.361698151,Africa/Casablanca,beginner,intermediate,GMD,Africa,monica-beach,TRUE
Monobegawakakou,"Japan, Shikoku",Japan,,Shikoku,33.53414034,133.6850739,UTC,intermediate,advanced,KCZ,Asia,monobegawakakou,TRUE
